speaker,text,type,election_year,date,candidate,qud,question,similarity_cls,similarity_max,similarity_mean,similarity_sbert
Bob Dole,"Let me first answer that question about the 1982 tax cut. We were closing loopholes, we were going after big corporations. I know you probably would oppose it, Mr. President, but I think we should have a fairer system and a flatter system, and well have a fairer and flatter system and were going to make the economic package work. Healthcare. Well, we finally passed the Kassebaum bill. The President was opposed to it in 1993. He wanted to give us this big system, that took over about one- seventh of the economy, that put on price controls, created all these state alliances, and would cost $1. 5 trillion and force people into managed care, whether they wanted it or not. Most people want to see their own doctor. Theyre going to see their own doctor when Bob Dole is president. We wont threaten anybody. So we passed the Kassebaum- Kennedy, the Kennedy Kassebaum bill that will cover about 20 to 25 million people. Weve been for that for four, five, six years. The President held it up. And even when it finally got near passage, Senator Kennedy held it up for 100 days, because he wasnt satisfied with one provision. But it will cover preexisting conditions. If you change your job, youre going to be covered. So there are a lot of good things in this bill we should have done instead of trying this massive, massive takeover by the Federal government. But then of course we had a Democratic Congress and they didnt want to do that. Until we got a Republican Congress, we finally got action, Im proud of my colleagues in the Republican Party for getting that done. It means a lot to a lot of people watching us tonight.",Pres,1996,1996-10-06,1,What were the key accomplishments and changes in healthcare policy that occurred during the Republican leadership compared to the previous Democratic approach?,"Senator Dole, you mentioned health reform several times. What do you think should be done about the healthcare system?",0.90176475,0.928856,0.79654807,0.52715456
Bill Clinton,"Well, I believe that we did the appropriate thing under the circumstances. Saddam Hussein is under a U. N. resolution not to threaten his neighbors or threaten his own, repress his own citizens. Unfortunately, a lot of people, have never been as concerned about the Kurds as the United States has tried to be, and weve been flying an operation to protect them out of Turkey for many years now. What happened was one of the Turkish, one of the Kurdish leaders invited him to go up north, but we felt since the whole world community had told him not to do it, that once he did it we had to do something. We did not feel that I could commit. I certainly didnt feel I should commit American troops to throw him out of where he had gone, and that was the only way to do that. So the appropriate thing strategically to do was to reduce his ability to threaten his neighbors. We did that by expanding whats called the no- fly zone by increasing our allies control of the air space now from the Kuwait border to the suburbs of Baghdad. Was it the right thing to do? I believe it was. Is it fully effective? Did it make him withdraw from the north? Well, he does , he has a little bit, and I hope he will continue. We have learned that you give him an inch hell take a mile. We had to do something, and even though not all of our allies supported it at first, I think most of them now believe that what we did was an appropriate thing to do.",Pres,1996,1996-10-06,1,What actions were taken to address Saddam Hussein's threats to his neighbors and the Kurdish population?,"Back to foreign affairs for a moment, Mr. President. Are you satisfied with the way you handled this last Iraq crisis and the end result?",0.8397397,0.90910786,0.6778083,0.33862424
Bob Dole,"Well, there were some good pictures, but does it fall into that category? I dont know. I want to be very serious. Ive supported the President when I thought he was right on Bosnia. I supported him on NAFTA and GATT. So its not that we always disagree. Others disagreed with us. The Mideast is very difficult. But it seemed to me just as an observer that you know before youd call somebody to America, youd have some notion what the end result might be. Now maybe its better just to get together and sit down and talk. Maybe that was the purpose. And I know talks have started again today. But again its almost like an ad hoc foreign policy. Its ad hoc, its sort of we get up in the morning and read the papers, what countrys in trouble, well have a meeting. Now, to me thats not the strategy that I think people expect from America. I think we have lost credibility, and I say this very honestly without any partisanship. Weve lost credibility around the world. Our allies know, — theyre not certain what were going to do, what our reaction, what our response is going to be. Nobody suggested sending troops to Iraq, if that was the hint there from the President. But I do think that Saddam Hussein is stronger than he was. And I do believe that we didnt gain a great deal in the Mideast by bringing three of the four leaders, one refused to come, to Washington D. C.",Pres,1996,1996-10-06,1,What are the implications of the current U.S. foreign policy approach in the Middle East for America's credibility and strategic planning?,"Oh, No, no. I mean your charge against the President, that he has a photo- op foreign policy. Does the Middle East summit last week fall into that category?",0.893749,0.9192691,0.7301222,0.539055
Bill Clinton,"Well, Im saying that Senator Dole said in his fine speech in San Diego that he wanted to build a bridge to the past. And I think I know what he meant by that. Hes troubled, as I am, by some of the things that go on today. But I believe America is the greatest country in human history because we have maintained freedom and increasing prosperity by relentlessly pushing the barriers of knowledge, the barriers of the present, always moving into the future. Thats why when I became President I was determined to kind of move beyond this whole stale debate that had gone on in Washington for too long to get this country moving again. And thats why weve got a country with ten and a half million more jobs, and record numbers of new businesses, and rising incomes, and falling crime rates, and welfare roll rates. Thats why were moving in the right direction. And Im trying to emphasize that what I want to do is to continue to do that. Thats why my balanced budget plan will still invest and grow this economy. Thats why I want a tax cut for education and child rearing, but its got to be paid for. Thats why I want to continue the work we have done over partisan opposition, to work with communities to bring that crime rate down until our streets are all safe again. These are my commitments. I am very oriented toward the future. I think this election has to be geared toward the future. I think Americas best days are still ahead, but weve got to build the right bridge.",Pres,1996,1996-10-06,1,How does the speaker plan to address current challenges while emphasizing a forward-looking approach for America's future?,"Mr. President, in your acceptance speech in Chicago, you said the real choice in this race is, quote, whether we build a bridge to the future or a bridge to the past; about whether we believe our best days are still out there or our best days are behind us; about whether we want a country of people all working together or one where youre on your own, end quote. Are you saying that you believe Senator Dole is a man of the past and if elected president he would lead the country backward?",0.6898773,0.9101402,0.7800275,0.43320805
Bob Dole,"Yes. I didnt favor it when it was in, started. I voted against it. It was a tribute after President Carters election to the National Education Association who send a lot of delegates to the Democratic convention, who gives 99. 5 percent of their money, Democrat Democrats, and the President, and a lot of the teachers send their kids to private schools or better public schools. So what we want to do is called opportunity scholarships. Now, some say, oh, youre a Republican, you cant be reaching out to these people. Ive reached out to people all my life. Ive worked on the food stamp program, proudly. And the WIC program, and the school lunch program with senators like George McGovern, Hubert Humphrey and others, to name a few of my Democratic friends. Im not some extremist out here. I care about people. I have my own little foundation thats raised about $10 million for the disabled. I dont advertise it. Just did, havent before. And I try to do a lot of things that I think might be helpful to people. So it seems to me that we ought to take that money we can save from the Department of Education, put it into opportunity scholarships and tell little Landale Shakespeare out in Cleveland, Ohio, and tell your mother and father, youre going to get to go to school because were going to match what the state puts up, and youre going to go to the school of your choice. I dont fault the President or the vice president for sending their children to private schools or better schools. I applaud them for it, I dont criticize them. But why shouldnt everybody have that choice. Why shouldnt low income Americans and low middle income Americans. Im excited about it. Its going to be a big, big opportunity for a lot of people.",Pres,1996,1996-10-06,1,What is the rationale behind supporting opportunity scholarships for low-income families in education?,"Senator Dole, do you still favor eliminating the Department of Education.",0.85093045,0.89834416,0.6618635,0.23135
Bill Clinton,"I support school choice. I support school choice. I have advocated expansions of public school choice alternatives and I said the creation of 3, 000 new schools that we are going to help the states to finance. But if youre going to have a private voucher plan, that ought to be determined by states in localities where theyre raising and spending most of the money. I simply think its wrong to take money away from programs that are helping build basic skills for kids, 90 percent of them are in the public schools; to take money away from programs that are helping fund the school lunch program, that are helping to fund the other programs, that are helping our schools to improve their standards. Our schools are getting better, and our schools can be made to be even better still with the right kind of community leadership and partnership at the school level. I have been a strong force for reform. And, Senator, I remind you that a few years ago when I supported teacher testing while in my home state I was pretty well lambasted by the teachers association. I just dont believe we ought to be out there running down teachers and attacking them the way you did at the Republican convention. I think we ought to be lifting them up and moving our children forward. And let me just say that budget that you passed that I vetoed would have cut 50, 000 kids out of Headstart. It would have eliminated the AmeriCorps plan and it would have cut back on student loans and scholarships. Now, it would have. Thats a fact. Thats one of the big reasons I vetoed it. We need to be doing more in education, not less.",Pres,1996,1996-10-06,1,What is your stance on school choice and its impact on education funding and programs?,"Mr. President, what is wrong with the school choice proposal?",0.8662828,0.90666753,0.7351769,0.59905005
Bob Dole,"I had precisely in mind a lot of the people that were in the White House and other agencies whove never been had any experience, who came to Washington without any experience, they all were very liberal, of course, or they wouldnt be in the administration. And their idea was that they knew what was best for the American people. Now, I feel very strongly about a lot of things. I feel strongly about education. I want to help young people have an education, just as I had an education after World War II with the GI bill of Rights. Weve had millions of young men and women in subsequent subsequent wars change the face of the nation because the government helped with their education. Now the reason they dont have, The reason the President cant support this is pretty obvious. Its not taking anything away from schools, its new money. Its not being taken away from anybody else, except well downsize the Department of Education. But this is a very liberal administration. This is an administration that gave you the big tax cut. This administration tried to take over healthcare and impose a governmental system. This is the administration that fought regulatory reform that is putting a lot of small businessmen and small businesswomen out of business. This is the administration that fought the balanced budget amendment and vetoed a balanced budget and vetoed welfare reform twice, and the list goes on and on and on, thats what I had in mind. I want people in my administration and will have people in my administration who understand America. There wont be 10 millionaires and 14 lawyers in the cabinet. There will be people with experience and people who understand America and people whove made it and know the hard knocks in life.",Pres,1996,1996-10-06,1,What qualities and experiences should be prioritized in an administration to effectively serve and understand the needs of the American people?,"Senator Dole, at the Republican convention you said the following and I quote, it is demeaning to the nation that within the Clinton Administration a core of the elite who never grew up, never did anything real, never sacrificed, never suffered, and never learned should have the power to fund with your earnings their dubious and self- serving schemes, end quote. Whom precisely and what precisely did you have in mind?",0.83704466,0.92237204,0.75016993,0.2798764
Bill Clinton,"I believe that the purpose of politics is to give people the tools to make the most of their own lives; to reinforce the values of opportunity and responsibility, and to build a sense of community so were all working together. I dont believe in discrimination. I believe you can protect the environment and grow the economy. I believe that we have to do these things with a government thats smaller and less bureaucratic, but that we have to do them nonetheless. Its inconvenient for Senator Dole, but the truth is Ive reduced the size of government more than my Republican predecessors. And I did stop them, I admit that. I sure stopped their budget. Their budget cut enforcement for the Environmental Protection Agency by a third. It cut funds to clean up toxic waste dumps with 10 million of our kids still living within four miles of a toxic waste dump, by a third. It ended the principle that the polluters should pay for those toxic waste dumps unless it was very recent. Their budget weakened our support for education. $30 billion, even cut funds for scholarships and college loans. Their budget cut $270 billion in Medicare and, finally, their budget withdrew the national guarantee of healthcare to poor children, families with children with handicaps, the elderly in nursing homes, poor pregnant women. It was wrong for the country and calling it conservative wont make it right. It was a bad decision for America and would have been bad for our future if I hadnt stopped it.",Pres,1996,1996-10-06,1,"What is the role of government in achieving opportunity, responsibility, and environmental protection while ensuring community collaboration?","Mr. President, if youre not a liberal, describe your political philosophy.",0.76549935,0.87986875,0.5860098,0.10954402
Bob Dole,"Let me say first, on the Presidents promise for another tax cut. I mean, Ive told people as Ive traveled around, all of you that got the tax cut he promised last time, vote for him in 96 and not many hands go up. So the question is, would you buy a used election promise from my opponent. The people want economic reform. Theyre having a hard time making ends meet. Youve got one parent working for the government, the other parent working for the family. This is important business. This is about getting the economy moving again. This is about American jobs and opportunities. Its about the government, as I said before, pinching its pennies for a change instead of the poor taxpayer. When they raise your taxes nobody runs around asking people where are you going to get the extra money. I think the government can do better. Are there personal differences?",Pres,1996,1996-10-06,1,What are the key economic reforms needed to support American families and improve job opportunities?,"Senator Dole, weve talked mostly now about differences between the two of you that relate to policy issues and that sort of thing. Are there also significant differences in the more personal area that are relevant to this election?",0.77311933,0.9122484,0.6766549,0.27551475
Bob Dole,"See, if I say anything its going to be misconstrued. I dont think there is even a race between the two, its about our vision for America. I happen to like President Clinton personally. Im addressing him all evening as Mr. President. I said in 1992 he didnt extend that courtesy to President Bush. But I respect the presidency. Ive served under a number of presidents. They all have their strengths and they all have their weaknesses. So Id rather talk about my strengths. And I think I have my strengths and I think the best thing going for Bob Dole is that Bob Dole keeps his word. Its a question between trust and fear, and I would say, I think, Mr. President, about all youve got going in this campaign is fear. Youre spending millions and millions of dollars in negative ads frightening senior citizens. I know this to be a fact because I had one tell me last week, Senator dont cut my Medicare. Im trying to save your Medicare, just as I rescued Social Security with a bipartisan commission. I have relatives on Medicare. I used to sign welfare checks for my grandparents. I know all about poverty and all about need and all about taking care of people, and thats been my career in the United States Senate. And Ill keep my word on the economic package. If I couldnt cut taxes and balance the budget the same time, I wouldnt look at you in the eye in your living room or wherever you might be and say that this is good for America. People will tell you who served with Bob Dole, agree or disagree, he kept his word. Thats what this race is all about.",Pres,1996,1996-10-06,1,What is the fundamental difference between your vision for America and that of President Clinton in this campaign?,"Senator Dole, if you could single out one thing that you would like for the voters to have in their mind about President Clinton on a policy matter or a personal matter, what would it be? Something to know about him, understand it and appreciate it.",0.8847298,0.92603064,0.8023733,0.46063733
Bill Clinton,"Lets look at that. When I ran for president, I said wed cut the deficit in half in four years; we cut it by 60 percent. I said that our economic plan would produce eight million jobs, we have ten and a half million new jobs. Were number one in autos again, record numbers of new small businesses. I said wed put, pass a crime bill that would put 100, 000 police on the street, ban assault weapons, and deal with the problems that ought to be dealt with with capital punishment, including capital punishment for drug kingpins, and we did that. I said we would change the way welfare works, and even before the bill passed wed moved nearly two million people from welfare to work, working with states and communities. I said wed get tougher with child support and child support enforcements up 50 percent. I said that I would work for tax relief for middle class Americans. The deficit was bigger than I thought it was going to be. I think theyre better off, all of us are, that we got the interest rates down and the deficit down. Republicans talk about it, but were the first the first administration in anybodys lifetime looking at this program to bring that deficit down four years in a row. We still gave tax cuts to 15 million working Americans, and now Ive got a plan thats been out there for two years, it could have been passed already, but instead the Republicans shut the government down to try to force their budget and their plan on me, and I couldnt take that. But well get the rest of that tax relief. And so I think when you look at those results, you know the plan Ive laid out for the future has a very good chance of being enacted if youll give me a chance to build that bridge to the 21st Century.",Pres,1996,1996-10-06,1,What achievements and results can be attributed to the speaker's economic and social policies during their presidency?,"Mr. President, what do you say to Senator Doles point that this election is about keeping ones word?",0.88771117,0.915454,0.6935212,0.3304392
