speaker,text,type,election_year,date,candidate,qud,question,similarity_cls,similarity_max,similarity_mean,similarity_sbert,party,question_clean,qud_answer_fit,qud_question_fit,winner
Jimmy Carter,"I believe that its accurate to say that – that the – that the committees to whom you refer with the – the employment that you uh – state, and with the 5 to 5 and a half percent growth rate in our economy, that the uh – projections would be a uh – a $60 billion increase in the amount of money that wed have to spend in l981 compared to now. And uh – with that uh – in that framework would befit the – any improvements in the programs. Now this does not include uh – any uh – uh extra control over uh unnecessary spending, the weeding out of obsolete or obsolescent programs. Uh – well have uh – a safety version built in with complete reorganization of the executive branch of government which I am pledged to do. The present bureaucratic structure of the – of the Federal Government is a mess. And if Im elected president thats gonna be a top priority of mine to completely revise the structure of the federal government, to make it economical, efficient, purposeful and manageable for a change. And also, Im going to institute zero- based budgeting which I used four years in Georgia, which uh – assesses every program every year, and eliminates those programs that are obsolete or obsolescent. But with these projections, we will have a balanced budget by fiscal year 1981, if Im elected president. Keep my promises to the American people. And its just predicated on very modest, but I think accurate, projections of employment increases and uh – a growth in our national economy equal to what was experienced under Kennedy, Johnson, before the Vietnam War.",Pres,1976,1976-09-23,1,How will the proposed changes and budget management strategies ensure a balanced budget by fiscal year 1981?,"Governor, uh – according to the budget committees of the Congress tha- tha- tha- that you referred to, if we get to full employment – what they project at a 4 percent unemployment – and, as you say, even allowing for the inflation in the programs, there would not be anything more than a surplus of $5 billion by the end of ninet- by 1981. And conservative estimates of your programs would be that theyd be about 85 to a hundred billion dollars. So how – how do you say that youre going to be able to do these things and balance the budget?",0.8352375031,0.9128739834,0.7595478296,0.5882965922,Democratic,How do you say that you're going to be able to balance the budget given the conservative estimates of your programs?,2.0,3.0,1.0
Edwin Newman,President Ford.,Pres,1976,1976-09-23,0,,,,,,,Moderator,,,,
Gerald Ford,"If it is uh true that there will be a $60 billion surplus by fiscal year 1981, rather than spend that money for all the new programs that Governor Carter recommends and endorses, and which are included in the Democratic platform, I think the American taxpayer ought to get an additional tax break – a tax reduction of that magnitude. I feel that the taxpayers are the ones that need the relief; I dont think we should add additional programs of the magnitude that Governor Carter talks about. It seems to me that our tax structure today has rates that are too high. But I am uh – very glad to point out that since 1969, during a Republican administrations, we have had ten million people taken off of the tax rolls at the lower end of the taxpayer area. And at the same time, assuming that I sign the tax bill that was mentioned by Mr. Gannon, we will in the last two tax bills have increased the minimum tax on all wealthy taxpayers. And I believe that by eliminating ten million taxpayers in the last uh eight years, and by putting a heavier tax burden on those in the higher tax brackets, plus the other actions thatve been taken uh – we can give taxpayers adequate tax relief. Now it seems to me that uh – as we look at the recommendations of the budget committees and our own projections, there isnt going to be any $60 billion dividend. Ive heard of those dividends in the past; it always happens. We expected one at the time of the Vietnam War, but it was used up before we ever ended the war and taxpayers never got the adequate relief they deserved.",Pres,1976,1976-09-23,1,,,,,,,Republican,,,,0.0
Edwin Newman,Mr. Reynolds.,Pres,1976,1976-09-23,0,,,,,,,Moderator,,,,
Frank Reynolds,"Mr. President, when you came into office you spoke very eloquently of the need for a time for healing, and very early in your administration you went out to Chicago and you announced, you proposed a program of uh case- by- case pardons for draft resisters to restore them to full citizenship. Some fourteen thousand young men took advantage of your offer, but another ninety thousand did not. In granting the pardon to former President Nixon, sir, part of your rationale was to put Watergate behind us to – if I may quote you again – truly end our long national nightmare. Why does not the same rationale apply now, today, in our Bicentennial year, to the young men who resisted in Vietnam, and many of them still in exile abroad?",Pres,1976,1976-09-23,0,,,,,,,Moderator,,,,
Gerald Ford,"The amnesty program that I recommended in Chicago in September of 1974 would give to all draft evaders and – uh military deserters the opportunity to earn their uh – good record back. About fourteen to fifteen thousand did take advantage of that program. We gave them ample time. I am against- an across- the- board pardon of draft evaders or military deserters. Now in the case of Mr. Nixon, the reason the – the pardon was given, was that, when I took office this country was in a very, very divided condition. There was hatred, there was divisiveness – uh people had lost faith in their government in many, many respects. Mr. Nixon resigned, and I became president. It seemed to me that if I was to uh adequately and effectively handle the problems of high inflation, a growing recession, the uh – involvement of the United States still in Vietnam that I had to give a hundred percent of my time to those two major problems. Mr. Nixon resigned. That is disgrace. The first President out of thirty- eight that ever resigned from public office under pressure. So when you look at the penalty that he paid, and when you analyze the requirements that I had – to spend all of my time working on the economy, which was in trouble, that I inherited; working on our problems in Southeast Asia – which were still plaguing us – it seemed to me that Mr. Nixon had been penalized enough by his resignation in disgrace and the need, and necessity for me to concentrate on the problems of the country fully justified the action that I took.",Pres,1976,1976-09-23,1,What justifications were provided for the decision to grant a pardon to former President Nixon while opposing a blanket amnesty for draft evaders and military deserters?,"Mr. President, when you came into office you spoke very eloquently of the need for a time for healing, and very early in your administration you went out to Chicago and you announced, you proposed a program of uh case- by- case pardons for draft resisters to restore them to full citizenship. Some fourteen thousand young men took advantage of your offer, but another ninety thousand did not. In granting the pardon to former President Nixon, sir, part of your rationale was to put Watergate behind us to – if I may quote you again – truly end our long national nightmare. Why does not the same rationale apply now, today, in our Bicentennial year, to the young men who resisted in Vietnam, and many of them still in exile abroad?",0.911256671,0.9377681017,0.840180397,0.6894836426,Republican,Why does the same rationale for pardoning apply now to the young men who resisted in Vietnam?,2.0,3.0,0.0
Frank Reynolds,"I take it then, sir, that you do not believe that uh – it is – that you are going to reconsider and uh – think about those ninety thousand who are still abroad. Uh – have they not been penalized enough – many of em been there for years?",Pres,1976,1976-09-23,0,,,,,,,Moderator,,,,
Gerald Ford,"Well, Mr. Carter has uh indicated that uh – he would give a blanket pardon to all uh – draft evaders. I do not agree with that point of view. I gave, in September of 1974, an opportunity for all draft evaders, all deserters, to come in voluntarily, clear their records by earning an opportunity to restore their good citizenship. I think we gave them a good opportunity – were – I dont think we should go any further.",Pres,1976,1976-09-23,1,What is your stance on granting blanket pardons to draft evaders?,"I take it then, sir, that you do not believe that uh – it is – that you are going to reconsider and uh – think about those ninety thousand who are still abroad. Uh – have they not been penalized enough – many of em been there for years?",0.9248937368,0.9056403637,0.7471477389,0.2823236585,Republican,Have the ninety thousand who are still abroad been penalized enough?,3.0,3.0,0.0
Edwin Newman,Governor Carter.,Pres,1976,1976-09-23,0,,,,,,,Moderator,,,,
Jimmy Carter,"Well I think its uh… very difficult for President Ford to uh – explain the difference between the pardon of President Nixon and – and uh – his attitude toward those who violated the draft laws. As a matter of fact – now- I dont advocate amnesty; I advocate pardon. Theres a difference in my opinion – uh and in accordance with the ruling of the Supreme Court and accordance with the definition in the dictionary. Amnesty means that – that you uh – that what you did was right. Pardon means that what you did, whether its right or wrong, youre forgiven for it. And I do advocate a pardon for – for draft evaders. I think its accurate to say that in uh – two years ago when Mr. Nixon – Mr. Ford put in this uh amnesty that three times as many deserters were uh – excused as were – as were the uh – the ones who evaded the draft. But I think that now is the time to heal our country after the Vietnam War and I think that what the people are concerned about is not the – uh pardon or the amnesty of uh – those who evaded the draft, but – but whether or not our crime system is – is fair. Weve got a – a sharp distinction drawn between white collar crime – the – the – the big shots who are rich, who are influential uh very seldom go to jail; those who are poor and – and who have uh no influence – uh quite often are the ones who are punished. And – and the whole uh subject of crime is one that concerns our people very much, and I believe that the fairness of it is – is what – uh – is a – is a major problem that addresses our – our leader and this is something that hasnt been addressed adequately by – by this administration. But I – I hope to have a complete uh responsibility on my shoulders to help bring about a – a fair uh – criminal justice system and also to – to bring about uh – an end to the – to the divise- divisiveness that has occurred in our country uh as a result of the Vietnam War.",Pres,1976,1976-09-23,1,,,,,,,Democratic,,,,1.0
Edwin Newman,Mr. Gannon.,Pres,1976,1976-09-23,0,,,,,,,Moderator,,,,
James Gannon,"Governor Carter, you have promised a sweeping overhaul of the federal government, including a reduction in the number of government agencies – you say it would go down about two hundred from some nineteen hundred. That sounds, indeed, like a very deep cut in the federal government. But isnt it a fact that youre not really talking about fewer federal employees or less government spending, but rather that you are talking about reshaping the federal government, not making it smaller?",Pres,1976,1976-09-23,0,,,,,,,Moderator,,,,
Jimmy Carter,"Well, Ive been through this before, Mr. Gannon, as the governor of Georgia. When I took aver we had uh a bureaucratic mess, like we have in Washington now, and we had three hundred agencies, departments, bureaus, commissions – uh some uh – fully budgeted, some not, but all having responsibility to carry out that was in conflict. And we cut those three hundred – uh agencies and so forth down substantially. We eliminated two hundred and seventy- eight of them. We set up a simple structure of government that could be administrated fairly and it was a – a tremendous success. It hasnt been undone since I was there. It resulted also in an ability to reshape our court system, our prison system, our education system, our mental health programs and – and a clear assignment of responsibility and – and authority and also to have uh our people once again understanding control our government. I intend to do the same thing if Im elected president. When I get to Washington, coming in as an outsider, one of the major responsibilities that – that I will have on my shoulder is a complete reorganization of the – of the executive branch of government. We now have uh – a greatly expanded White House staff. When Mr. Nixon went in office, for instance, we had three and a half million dollars spent on – on the White House and its staff. That has escalated now to sixteen and a half million dollars, in the last uh Republican administration. This needs to be changed. We need to put the responsibilities back on the cabinet members. We also need to have a great reduction in agencies and programs. For instance, we now have uh – in the health area three hundred and two different programs administered by eleven major departments and agencies, sixty other advisory commissions responsible for this. Medicaids in one agency; Medicare is in a different one. The – the check on the quality of health care is in a different one. None of them uh are responsible for health care itself. This makes it almost impossible for us to have a good health program. We have uh – just advocated uh – this past week a consolidation of the responsibilities for energy. Our country now has no comprehensive energy program or policy. We have twenty different agencies in the federal government responsible for the production, the regulation, the uh – information about energy, the conservation of energy, spread all over government. This is a – a gross waste of money, so tough, competent management of government, giving us a simple efficient purposeful and manageable government would be a great step forward and if Im elected – and I intend to be – then its gonna be done.",Pres,1976,1976-09-23,1,What is your plan for reorganizing the federal government to improve efficiency and accountability?,"Governor Carter, you have promised a sweeping overhaul of the federal government, including a reduction in the number of government agencies – you say it would go down about two hundred from some nineteen hundred. That sounds, indeed, like a very deep cut in the federal government. But isnt it a fact that youre not really talking about fewer federal employees or less government spending, but rather that you are talking about reshaping the federal government, not making it smaller?",0.928336978,0.9308965206,0.8587499857,0.6140686274,Democratic,Aren't you really talking about reshaping the federal government rather than making it smaller?,3.0,3.0,1.0
James Gannon,"Well, Id like to – to press my question on the number of federal employees – whether you would really plan to reduce the overall – uh number, or – or merely put them in different departments and relabel them. Uh – in your energy plan, you consolidate a number of a – agencies into one, or you would, but uh does that really change the overall?",Pres,1976,1976-09-23,0,,,,,,,Moderator,,,,
Jimmy Carter,"I cant say for sure that we would have fewer federal employees when I go out of office than when I come in. It took me about three years to completely reorganize the Georgia government. The last year I was in office uh – our budget was – was actually less than it was a year before, uh which showed a great uh improvement. Also, we had a – a 2 percent increase in the number of employees the last year. But it was a tremendous shift from administrative jobs into the delivery of services. For instance, we uh – completely revised our prison system. We established eighty- four new mental health treatment centers. And we shifted people out of administrative jobs into the field to deliver better services. The same thing will be done uh – at the federal government level. I – I accomplished this with s – substantial reductions in employees in some departments. For instance, in the Transportation Department uh we had uh – we cut back about 25 percent of the total number of employees. In giving our people better mental health care, we increased the number of employees. But the efficiency of it, the simplicity of it, the uh ability of people to understand their own government and control it was a – was a uh – substantial benefit derived from complete reorganization. We uh – have got to do that at the federal government level. If we dont, the bureaucratic mess is going to continue. Theres no way for our people now to understand what their government is. Theres no way to get the answer to a question. When you come to Washington to try to – as a governor – to try to begin a new program for your people, like uh the treatment of drug addicts, I found there were thirteen different federal agencies that I had to go to, to manage the uh drug treatment program. In the Georgia government we only had one agency responsible for drug treatment. This is the kind of change that would be made. And uh – it would be of – of tremendous benefit in long- range planning, in tight budgeting, uh saving the taxpayers money, making the government more efficient, cutting down on bureaucratic waste, having a clear delineation of authority and responsibility of employees, and giving our people a better chance to understand and control their government.",Pres,1976,1976-09-23,1,What reforms are necessary to improve efficiency and reduce bureaucratic waste in the federal government?,"Well, Id like to – to press my question on the number of federal employees – whether you would really plan to reduce the overall – uh number, or – or merely put them in different departments and relabel them. Uh – in your energy plan, you consolidate a number of a – agencies into one, or you would, but uh does that really change the overall?",0.8772935271,0.9286766648,0.8115854263,0.5193814635,Democratic,Would you plan to reduce the overall number of federal employees or merely reorganize them into different departments?,3.0,2.0,1.0
Edwin Newman,President Ford.,Pres,1976,1976-09-23,0,,,,,,,Moderator,,,,
Gerald Ford,"I think the record should show, Mr. Newman, that uh – the Bureau of Census – we checked it just yesterday – indicates that uh – in the four years that uh – Governor Carter was governor of the state of Georgia, uh – expenditures by the government went up over 50 percent Uh – employees of the government in Georgia during his term of office went up over 25 percent; and the figures also show that the uh, uh – bonded indebtedness of the state of Georgia during his governorship went up over 20 percent. And there was some very interesting testimony given by Governor Carters successor, Governor Busby, before a Senate committee a few uh – months ago on how he found the Medicaid program when he came into office following Governor Carter. He testified, and these are his words – the present governor of Georgia – he says he found the Medicaid program in Georgia in shambles. Now let me talk about what weve done in the White House as far as federal employees are concerned The first order that I issued after I became president was to cut or eliminate the prospective forty- thousand increase in federal employees that had been scheduled by my predecessor. And in the term that Ive been president – some two years – we have reduced federal employment by eleven thousand. In the White House staff itself, when I became president, we had roughly five hundred and forty employees. We now have about four hundred and eighty- five employees, so weve made a rather significant reduction in the number of employees on the White House staff working for the president. So I think our record of cutting back employees, plus the failure on the part of the Governors programs to actually save employment in Georgia, shows which is the better plan.",Pres,1976,1976-09-23,1,,,,,,,Republican,,,,0.0
Edwin Newman,Mrs. Drew.,Pres,1976,1976-09-23,0,,,,,,,Moderator,,,,
Elizabeth Drew,"Mr. President, at Vail, after the Republican convention, you announced that you would now emphasize five new areas; among those were jobs and housing and health and improved recreational facilities for Americans. And you also added crime. You also mentioned education. For two years youve been telling us that we couldnt do very much in these areas because we couldnt afford it; and in fact we do have a $50 billion deficit now. In rebuttal to Governor Carter a little bit earlier, you said that if there were to be any surplus in the next few years you thought it should be turned back to the people in the form of tax relief. So how are you going to pay for any new initiatives in these areas you announced at Vail you were going to now stress?",Pres,1976,1976-09-23,0,,,,,,,Moderator,,,,
